filename,language
pl_common_voice_pl_20880896_aug.png,pl
pl_common_voice_pl_23709272_aug.png,pl
pl_common_voice_pl_20632578_aug.png,pl
pl_common_voice_pl_21752987_aug.png,pl
pl_common_voice_pl_21770558_aug.png,pl
pl_common_voice_pl_20709899_aug.png,pl
pl_common_voice_pl_20672701_aug.png,pl
pl_common_voice_pl_23884001_aug.png,pl
pl_common_voice_pl_25105392_aug.png,pl
pl_common_voice_pl_20656001_aug.png,pl
pl_common_voice_pl_22442093_aug.png,pl
pl_common_voice_pl_22355905_aug.png,pl
pl_common_voice_pl_21403160_aug.png,pl
pl_common_voice_pl_20607465_aug.png,pl
pl_common_voice_pl_30702729_aug.png,pl
pl_common_voice_pl_21074421_aug.png,pl
pl_common_voice_pl_42672059_aug.png,pl
pl_common_voice_pl_20634380_aug.png,pl
pl_common_voice_pl_20634982_aug.png,pl
pl_common_voice_pl_23357591_aug.png,pl
pl_common_voice_pl_20609731_aug.png,pl
pl_common_voice_pl_20623644_aug.png,pl
pl_common_voice_pl_20892023_aug.png,pl
pl_common_voice_pl_26959437_aug.png,pl
pl_common_voice_pl_20608716_aug.png,pl
pl_common_voice_pl_20671095_aug.png,pl
pl_common_voice_pl_20613703_aug.png,pl
pl_common_voice_pl_22708164_aug.png,pl
pl_common_voice_pl_20697092_aug.png,pl
pl_common_voice_pl_30435598_aug.png,pl
pl_common_voice_pl_42454572_aug.png,pl
pl_common_voice_pl_20946241_aug.png,pl
pl_common_voice_pl_20615415_aug.png,pl
pl_common_voice_pl_26976179_aug.png,pl
pl_common_voice_pl_26219074_aug.png,pl
pl_common_voice_pl_20678889_aug.png,pl
pl_common_voice_pl_25249518_aug.png,pl
pl_common_voice_pl_22744942_aug.png,pl
pl_common_voice_pl_20648447_aug.png,pl
pl_common_voice_pl_35082205_aug.png,pl
pl_common_voice_pl_36003443_aug.png,pl
pl_common_voice_pl_30535577_aug.png,pl
pl_common_voice_pl_27003810_aug.png,pl
pl_common_voice_pl_20826589_aug.png,pl
pl_common_voice_pl_20837351_aug.png,pl
pl_common_voice_pl_20747046_aug.png,pl
pl_common_voice_pl_20611762_aug.png,pl
pl_common_voice_pl_20797446_aug.png,pl
pl_common_voice_pl_40880977_aug.png,pl
pl_common_voice_pl_20638105_aug.png,pl
pl_common_voice_pl_40844152_aug.png,pl
pl_common_voice_pl_20911946_aug.png,pl
pl_common_voice_pl_41806374_aug.png,pl
pl_common_voice_pl_20650544_aug.png,pl
pl_common_voice_pl_30719903_aug.png,pl
pl_common_voice_pl_32968685_aug.png,pl
pl_common_voice_pl_25904693_aug.png,pl
pl_common_voice_pl_39596325_aug.png,pl
pl_common_voice_pl_20747006_aug.png,pl
pl_common_voice_pl_20774902_aug.png,pl
pl_common_voice_pl_20994706_aug.png,pl
pl_common_voice_pl_21318471_aug.png,pl
pl_common_voice_pl_20738086_aug.png,pl
pl_common_voice_pl_30428236_aug.png,pl
pl_common_voice_pl_40942116_aug.png,pl
pl_common_voice_pl_20697763_aug.png,pl
pl_common_voice_pl_22775095_aug.png,pl
pl_common_voice_pl_20712219_aug.png,pl
pl_common_voice_pl_25745595_aug.png,pl
pl_common_voice_pl_20910387_aug.png,pl
pl_common_voice_pl_20636753_aug.png,pl
pl_common_voice_pl_20762131_aug.png,pl
pl_common_voice_pl_21187378_aug.png,pl
pl_common_voice_pl_41621227_aug.png,pl
pl_common_voice_pl_25982489_aug.png,pl
pl_common_voice_pl_24677159_aug.png,pl
pl_common_voice_pl_21483261_aug.png,pl
pl_common_voice_pl_20625124_aug.png,pl
pl_common_voice_pl_21591625_aug.png,pl
pl_common_voice_pl_30428372_aug.png,pl
pl_common_voice_pl_27585754_aug.png,pl
pl_common_voice_pl_25234687_aug.png,pl
pl_common_voice_pl_30428190_aug.png,pl
pl_common_voice_pl_25172411_aug.png,pl
pl_common_voice_pl_40538596_aug.png,pl
pl_common_voice_pl_39198296_aug.png,pl
pl_common_voice_pl_41062458_aug.png,pl
pl_common_voice_pl_48028009_aug.png,pl
pl_common_voice_pl_30310045_aug.png,pl
pl_common_voice_pl_20761008_aug.png,pl
pl_common_voice_pl_31724629_aug.png,pl
pl_common_voice_pl_22886913_aug.png,pl
pl_common_voice_pl_20660885_aug.png,pl
pl_common_voice_pl_40742376_aug.png,pl
pl_common_voice_pl_29112587_aug.png,pl
pl_common_voice_pl_20794492_aug.png,pl
pl_common_voice_pl_20678253_aug.png,pl
pl_common_voice_pl_21643914_aug.png,pl
pl_common_voice_pl_26956597_aug.png,pl
pl_common_voice_pl_20757280_aug.png,pl
pl_common_voice_pl_20635338_aug.png,pl
pl_common_voice_pl_37508396_aug.png,pl
pl_common_voice_pl_41194539_aug.png,pl
pl_common_voice_pl_20619142_aug.png,pl
pl_common_voice_pl_34185846_aug.png,pl
pl_common_voice_pl_20652503_aug.png,pl
pl_common_voice_pl_39331231_aug.png,pl
pl_common_voice_pl_41193382_aug.png,pl
pl_common_voice_pl_41542270_aug.png,pl
pl_common_voice_pl_30437075_aug.png,pl
pl_common_voice_pl_20966967_aug.png,pl
pl_common_voice_pl_20747644_aug.png,pl
pl_common_voice_pl_24637201_aug.png,pl
pl_common_voice_pl_26162280_aug.png,pl
pl_common_voice_pl_38518363_aug.png,pl
pl_common_voice_pl_25171057_aug.png,pl
pl_common_voice_pl_21137411_aug.png,pl
pl_common_voice_pl_20839998_aug.png,pl
pl_common_voice_pl_43196125_aug.png,pl
pl_common_voice_pl_20912104_aug.png,pl
pl_common_voice_pl_20651568_aug.png,pl
pl_common_voice_pl_26185278_aug.png,pl
pl_common_voice_pl_38655533_aug.png,pl
pl_common_voice_pl_21582343_aug.png,pl
pl_common_voice_pl_41679936_aug.png,pl
pl_common_voice_pl_20603370_aug.png,pl
pl_common_voice_pl_26199460_aug.png,pl
pl_common_voice_pl_30437040_aug.png,pl
pl_common_voice_pl_20644381_aug.png,pl
pl_common_voice_pl_30720077_aug.png,pl
pl_common_voice_pl_20651559_aug.png,pl
pl_common_voice_pl_23367437_aug.png,pl
pl_common_voice_pl_41062473_aug.png,pl
pl_common_voice_pl_22353295_aug.png,pl
pl_common_voice_pl_20613649_aug.png,pl
pl_common_voice_pl_20642591_aug.png,pl
pl_common_voice_pl_23367462_aug.png,pl
pl_common_voice_pl_20627343_aug.png,pl
pl_common_voice_pl_20644801_aug.png,pl
pl_common_voice_pl_20630263_aug.png,pl
pl_common_voice_pl_22928047_aug.png,pl
pl_common_voice_pl_21654487_aug.png,pl
pl_common_voice_pl_25463865_aug.png,pl
pl_common_voice_pl_21270417_aug.png,pl
pl_common_voice_pl_27359145_aug.png,pl
pl_common_voice_pl_40922822_aug.png,pl
pl_common_voice_pl_22919740_aug.png,pl
pl_common_voice_pl_20637479_aug.png,pl
pl_common_voice_pl_30310987_aug.png,pl
pl_common_voice_pl_25276055_aug.png,pl
pl_common_voice_pl_41136746_aug.png,pl
pl_common_voice_pl_20555592_aug.png,pl
pl_common_voice_pl_20618302_aug.png,pl
pl_common_voice_pl_25905472_aug.png,pl
pl_common_voice_pl_20674632_aug.png,pl
pl_common_voice_pl_20555534_aug.png,pl
pl_common_voice_pl_27400514_aug.png,pl
pl_common_voice_pl_32671219_aug.png,pl
pl_common_voice_pl_20646581_aug.png,pl
pl_common_voice_pl_20620612_aug.png,pl
pl_common_voice_pl_21710086_aug.png,pl
pl_common_voice_pl_25826184_aug.png,pl
pl_common_voice_pl_21704811_aug.png,pl
pl_common_voice_pl_25649722_aug.png,pl
pl_common_voice_pl_25449966_aug.png,pl
pl_common_voice_pl_34118145_aug.png,pl
pl_common_voice_pl_41547090_aug.png,pl
pl_common_voice_pl_40944416_aug.png,pl
pl_common_voice_pl_35919619_aug.png,pl
pl_common_voice_pl_21166160_aug.png,pl
pl_common_voice_pl_29751173_aug.png,pl
pl_common_voice_pl_23563043_aug.png,pl
pl_common_voice_pl_21643756_aug.png,pl
pl_common_voice_pl_39597915_aug.png,pl
pl_common_voice_pl_21313716_aug.png,pl
pl_common_voice_pl_20612884_aug.png,pl
pl_common_voice_pl_35174141_aug.png,pl
pl_common_voice_pl_20648028_aug.png,pl
pl_common_voice_pl_20609414_aug.png,pl
pl_common_voice_pl_20698152_aug.png,pl
pl_common_voice_pl_30534193_aug.png,pl
pl_common_voice_pl_27160082_aug.png,pl
pl_common_voice_pl_21653284_aug.png,pl
pl_common_voice_pl_21156138_aug.png,pl
pl_common_voice_pl_20612500_aug.png,pl
pl_common_voice_pl_20614164_aug.png,pl
pl_common_voice_pl_32831765_aug.png,pl
pl_common_voice_pl_20771488_aug.png,pl
pl_common_voice_pl_34580690_aug.png,pl
pl_common_voice_pl_24748171_aug.png,pl
pl_common_voice_pl_21395912_aug.png,pl
pl_common_voice_pl_42454473_aug.png,pl
pl_common_voice_pl_23553786_aug.png,pl
pl_common_voice_pl_20615264_aug.png,pl
pl_common_voice_pl_20622294_aug.png,pl
pl_common_voice_pl_20775523_aug.png,pl
pl_common_voice_pl_20619719_aug.png,pl
pl_common_voice_pl_26186281_aug.png,pl
pl_common_voice_pl_20642284_aug.png,pl
pl_common_voice_pl_23357562_aug.png,pl
pl_common_voice_pl_20805238_aug.png,pl
pl_common_voice_pl_20779231_aug.png,pl
pl_common_voice_pl_21898643_aug.png,pl
pl_common_voice_pl_32881435_aug.png,pl
pl_common_voice_pl_20739338_aug.png,pl
pl_common_voice_pl_20636506_aug.png,pl
pl_common_voice_pl_41547171_aug.png,pl
pl_common_voice_pl_20719260_aug.png,pl
pl_common_voice_pl_20610078_aug.png,pl
pl_common_voice_pl_41193635_aug.png,pl
pl_common_voice_pl_30169239_aug.png,pl
pl_common_voice_pl_25884383_aug.png,pl
pl_common_voice_pl_21110873_aug.png,pl
pl_common_voice_pl_20623704_aug.png,pl
pl_common_voice_pl_40599648_aug.png,pl
pl_common_voice_pl_25234688_aug.png,pl
pl_common_voice_pl_27711515_aug.png,pl
pl_common_voice_pl_20888468_aug.png,pl
pl_common_voice_pl_20727201_aug.png,pl
pl_common_voice_pl_20615802_aug.png,pl
pl_common_voice_pl_40523019_aug.png,pl
pl_common_voice_pl_30427093_aug.png,pl
pl_common_voice_pl_27825275_aug.png,pl
pl_common_voice_pl_20613793_aug.png,pl
pl_common_voice_pl_20853118_aug.png,pl
pl_common_voice_pl_23658716_aug.png,pl
pl_common_voice_pl_20629984_aug.png,pl
pl_common_voice_pl_20992534_aug.png,pl
pl_common_voice_pl_20820454_aug.png,pl
pl_common_voice_pl_25171212_aug.png,pl
pl_common_voice_pl_20635553_aug.png,pl
pl_common_voice_pl_20741522_aug.png,pl
pl_common_voice_pl_36678847_aug.png,pl
pl_common_voice_pl_20606734_aug.png,pl
pl_common_voice_pl_20554616_aug.png,pl
pl_common_voice_pl_21644332_aug.png,pl
pl_common_voice_pl_23877218_aug.png,pl
pl_common_voice_pl_20932876_aug.png,pl
pl_common_voice_pl_20638765_aug.png,pl
pl_common_voice_pl_20620344_aug.png,pl
pl_common_voice_pl_20609537_aug.png,pl
pl_common_voice_pl_21754190_aug.png,pl
pl_common_voice_pl_25245395_aug.png,pl
pl_common_voice_pl_40844122_aug.png,pl
pl_common_voice_pl_32855595_aug.png,pl
pl_common_voice_pl_20853193_aug.png,pl
pl_common_voice_pl_21737958_aug.png,pl
pl_common_voice_pl_30435626_aug.png,pl
pl_common_voice_pl_20689148_aug.png,pl
pl_common_voice_pl_20640207_aug.png,pl
pl_common_voice_pl_27672092_aug.png,pl
pl_common_voice_pl_21784516_aug.png,pl
pl_common_voice_pl_26175637_aug.png,pl
pl_common_voice_pl_23721036_aug.png,pl
pl_common_voice_pl_20697023_aug.png,pl
pl_common_voice_pl_20621280_aug.png,pl
pl_common_voice_pl_20790307_aug.png,pl
pl_common_voice_pl_20946377_aug.png,pl
pl_common_voice_pl_43518210_aug.png,pl
pl_common_voice_pl_20750956_aug.png,pl
pl_common_voice_pl_21796087_aug.png,pl
pl_common_voice_pl_20611105_aug.png,pl
pl_common_voice_pl_21619437_aug.png,pl
pl_common_voice_pl_20697183_aug.png,pl
pl_common_voice_pl_20911988_aug.png,pl
pl_common_voice_pl_30529053_aug.png,pl
pl_common_voice_pl_26778579_aug.png,pl
pl_common_voice_pl_20774777_aug.png,pl
pl_common_voice_pl_23724506_aug.png,pl
pl_common_voice_pl_26219296_aug.png,pl
pl_common_voice_pl_23553866_aug.png,pl
pl_common_voice_pl_20625949_aug.png,pl
pl_common_voice_pl_20623120_aug.png,pl
pl_common_voice_pl_40538101_aug.png,pl
pl_common_voice_pl_25634102_aug.png,pl
pl_common_voice_pl_20651257_aug.png,pl
pl_common_voice_pl_21101794_aug.png,pl
pl_common_voice_pl_25948592_aug.png,pl
pl_common_voice_pl_38523636_aug.png,pl
pl_common_voice_pl_20613420_aug.png,pl
pl_common_voice_pl_20764421_aug.png,pl
